start_year,end_year,rebalance_interval,end_balance
2007,2016,1,567861.2208670886
2007,2016,2,567861.2208670885
2007,2016,3,567861.2208670884
2007,2016,6,567861.2208670884
2007,2016,0,567861.2208670883
2007,2016,0,567861.2208670883
2007,2016,0,567861.2208670883
2007,2016,0,567861.2208670883
2007,2016,4,567861.2208670883
2007,2016,0,567861.2208670883
2007,2016,0,567861.2208670883
2007,2016,12,567861.2208670883
2007,2016,0,375000.0
