start_year,end_year,rebalance_interval,end_balance
2007,2007,6,26398.758493969566
2007,2007,1,26351.444555205526
2007,2007,2,26351.444555205526
2007,2007,3,26351.444555205526
2007,2007,4,26351.444555205526
2007,2007,6,26351.444555205526
2007,2007,12,26351.444555205526
2007,2007,12,26351.444555205526
2007,2007,4,26336.59542264855
2007,2007,3,26323.584591351522
2007,2007,2,26295.022015286064
2007,2007,1,26263.73055468905
2007,2007,0,24000.0
